compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PIPE__L0,__PIPE__L1,__TILE__L0,__TILE__L1
06min 42sec,554548 (2.218ms),10323 (~0%),7189 (~0%),96 (2%),14 (~0%),0 (~0%),1,20,4,off,off,1,1
07min 33sec,428847 (1.715ms),15821 (1%),9984 (~0%),158 (3%),25 (~0%),0 (~0%),1,1,6,off,off,1,1
06min 06sec,1547247 (6.189ms),7531 (~0%),6156 (~0%),94 (2%),11 (~0%),0 (~0%),4,1,1,off,off,1,1
06min 06sec,1548148 (6.193ms),8623 (~0%),6381 (~0%),94 (2%),11 (~0%),0 (~0%),2,8,1,off,off,1,1
06min 18sec,644848 (2.579ms),12655 (1%),8769 (~0%),116 (2%),14 (~0%),0 (~0%),2,1,3,off,off,1,1
06min 25sec,1553443 (6.214ms),12277 (1%),8888 (~0%),142 (3%),11 (~0%),0 (~0%),2,1,1,off,off,4,1
06min 17sec,8676676 (34.707ms),70982 (6%),95282 (4%),94 (2%),131 (1%),0 (~0%),2,1,1,off,off,1,4
06min 11sec,486448 (2.079ms),16891 (1%),9722 (~0%),164 (3%),14 (~0%),0 (~0%),2,1,5,off,off,1,1
06min 07sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
06min 18sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
06min 33sec,557923 (2.384ms),20466 (1%),12025 (~0%),198 (4%),14 (~0%),0 (~0%),1,1,4,off,off,8,1
06min 22sec,15315375 (61.261ms),76769 (6%),102192 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,2
06min 17sec,428847 (1.715ms),15821 (1%),9984 (~0%),158 (3%),25 (~0%),0 (~0%),1,1,6,off,off,1,1
06min 44sec,1547247 (6.189ms),7531 (~0%),6156 (~0%),94 (2%),11 (~0%),0 (~0%),4,1,1,off,off,1,1
06min 55sec,1560148 (6.241ms),6834 (~0%),4670 (~0%),40 (~0%),11 (~0%),2 (~0%),4,10,1,off,off,1,1
06min 57sec,379348 (1.621ms),19368 (1%),10952 (~0%),136 (3%),28 (~0%),0 (~0%),4,10,10,off,off,1,1
06min 48sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
06min 33sec,553647 (2.215ms),11724 (~0%),8230 (~0%),110 (2%),14 (~0%),0 (~0%),12,1,4,off,off,1,1
06min 06sec,571352 (2.285ms),9930 (~0%),8529 (~0%),78 (1%),14 (~0%),4 (~0%),4,5,4,off,off,1,1
06min 50sec,556948 (2.228ms),10167 (~0%),6693 (~0%),88 (2%),14 (~0%),0 (~0%),4,10,4,off,off,1,1
06min 43sec,880047 (3.52ms),8357 (~0%),6676 (~0%),94 (2%),11 (~0%),0 (~0%),4,1,2,off,off,1,1
09min 26sec,28767 (0.115ms),196922 (16%),159920 (6%),46 (1%),657 (9%),0 (~0%),4,1,4,off,flatten,1,1
07min 22sec,556851 (2.39ms),21116 (1%),12442 (~0%),206 (4%),14 (~0%),0 (~0%),4,1,4,off,off,4,1
04min 46sec,1548149 (6.193ms),12387 (1%),7285 (~0%),94 (2%),11 (~0%),0 (~0%),4,4,1,off,off,1,1
04min 46sec,644847 (2.579ms),11296 (~0%),7725 (~0%),102 (2%),14 (~0%),0 (~0%),4,1,3,off,off,1,1
04min 53sec,1550451 (6.202ms),11943 (1%),8846 (~0%),142 (3%),11 (~0%),0 (~0%),4,1,1,off,off,4,1
04min 47sec,8675775 (34.703ms),69848 (5%),95012 (4%),94 (2%),131 (1%),0 (~0%),4,1,1,off,off,1,4
04min 48sec,486447 (2.079ms),15140 (1%),8673 (~0%),150 (3%),14 (~0%),0 (~0%),4,1,5,off,off,1,1
04min 45sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
05min 04sec,1553443 (6.214ms),12277 (1%),8888 (~0%),142 (3%),11 (~0%),0 (~0%),2,1,1,off,off,4,1
04min 52sec,16312276 (65.249ms),71578 (6%),100310 (4%),94 (2%),131 (1%),0 (~0%),2,1,1,off,off,1,2
04min 47sec,337648 (1.351ms),25680 (2%),15567 (~0%),284 (6%),39 (~0%),0 (~0%),2,1,12,off,off,1,1
06min 56sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
06min 59sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
07min 07sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
08min 20sec,7680975 (30.724ms),76190 (6%),97122 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,4
07min 03sec,995175 (3.981ms),11019 (~0%),8238 (~0%),110 (2%),14 (~0%),0 (~0%),1,1,4,off,off,1,8
05min 53sec,1556563 (6.226ms),22554 (1%),11371 (~0%),92 (2%),11 (~0%),1 (~0%),3,2,1,off,off,1,1
06min 09sec,489162 (2.09ms),15611 (1%),10624 (~0%),144 (3%),14 (~0%),0 (~0%),3,1,5,off,off,1,1
06min 04sec,1562170 (6.249ms),8770 (~0%),8015 (~0%),92 (2%),11 (~0%),1 (~0%),3,1,1,off,off,2,1
07min 27sec,16318890 (65.276ms),71615 (6%),101722 (4%),92 (2%),131 (1%),1 (~0%),3,1,1,off,off,1,2
05min 09sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
05min 19sec,1550549 (6.202ms),22678 (1%),9835 (~0%),94 (2%),11 (~0%),0 (~0%),2,2,1,off,off,1,1
05min 15sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
05min 39sec,428848 (1.715ms),17707 (1%),10994 (~0%),172 (3%),25 (~0%),0 (~0%),2,1,6,off,off,1,1
05min 40sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
05min 31sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
05min 09sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
04min 32sec,554548 (2.218ms),10323 (~0%),7189 (~0%),96 (2%),14 (~0%),0 (~0%),1,20,4,off,off,1,1
05min 26sec,576017 (2.304ms),12890 (1%),9251 (~0%),124 (2%),14 (~0%),0 (~0%),1,1,4,off,off,2,1
05min 02sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
05min 01sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
04min 50sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
05min 04sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
05min 28sec,7680975 (30.724ms),76190 (6%),97122 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,4
05min 02sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
04min 58sec,553647 (2.215ms),11724 (~0%),8230 (~0%),110 (2%),14 (~0%),0 (~0%),12,1,4,off,off,1,1
04min 57sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
04min 48sec,561763 (2.247ms),17025 (1%),10865 (~0%),108 (2%),14 (~0%),0 (~0%),3,4,4,off,off,1,1
04min 34sec,566552 (2.266ms),10408 (~0%),10328 (~0%),76 (1%),14 (~0%),2 (~0%),3,5,4,off,off,1,1
04min 48sec,561162 (2.245ms),11830 (1%),9938 (~0%),108 (2%),14 (~0%),0 (~0%),3,8,4,off,off,1,1
07min 00sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
07min 14sec,1550451 (6.202ms),12267 (1%),8900 (~0%),142 (3%),11 (~0%),0 (~0%),2,1,1,off,off,8,1
06min 59sec,1989676 (7.959ms),8062 (~0%),6550 (~0%),94 (2%),11 (~0%),0 (~0%),2,1,1,off,off,1,8
06min 53sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
07min 13sec,1550451 (6.202ms),12267 (1%),8900 (~0%),142 (3%),11 (~0%),0 (~0%),2,1,1,off,off,8,1
07min 00sec,1989676 (7.959ms),8062 (~0%),6550 (~0%),94 (2%),11 (~0%),0 (~0%),2,1,1,off,off,1,8
07min 00sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
06min 57sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
06min 52sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
03min 34sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 54sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
04min 52sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
07min 57sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
05min 03sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
05min 03sec,7680975 (30.724ms),76190 (6%),97122 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,4
05min 07sec,15315375 (61.261ms),76769 (6%),102192 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,2
04min 30sec,887562 (3.55ms),9096 (~0%),8513 (~0%),92 (2%),11 (~0%),2 (~0%),3,1,2,off,off,1,1
04min 24sec,887561 (3.55ms),9087 (~0%),8463 (~0%),92 (2%),11 (~0%),2 (~0%),5,1,2,off,off,1,1
04min 54sec,880949 (3.524ms),13269 (1%),7852 (~0%),94 (2%),11 (~0%),0 (~0%),1,4,2,off,off,1,1
04min 26sec,2169774 (8.679ms),8535 (~0%),7249 (~0%),94 (2%),11 (~0%),0 (~0%),1,5,2,off,off,1,1
05min 03sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
08min 03sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,2,off,flatten,1,1
04min 48sec,891196 (3.565ms),8356 (~0%),6730 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,2,off,off,4,1
05min 35sec,880947 (3.524ms),8338 (~0%),6358 (~0%),86 (1%),11 (~0%),0 (~0%),6,1,2,off,off,1,1
05min 25sec,890547 (3.562ms),8379 (~0%),6391 (~0%),86 (1%),11 (~0%),0 (~0%),10,1,2,off,off,1,1
05min 34sec,880047 (3.52ms),8310 (~0%),6674 (~0%),94 (2%),11 (~0%),0 (~0%),1,8,2,off,off,1,1
05min 20sec,883348 (3.533ms),7582 (~0%),5228 (~0%),40 (~0%),11 (~0%),2 (~0%),1,10,2,off,off,1,1
05min 31sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
05min 33sec,428847 (1.715ms),15821 (1%),9984 (~0%),158 (3%),25 (~0%),0 (~0%),1,1,6,off,off,1,1
04min 14sec,8683289 (34.733ms),70952 (6%),96803 (4%),92 (2%),131 (1%),1 (~0%),5,1,1,off,off,1,4
04min 26sec,8681475 (34.726ms),69989 (5%),94720 (4%),70 (1%),131 (1%),2 (~0%),6,1,1,off,off,1,4
04min 23sec,8681475 (34.726ms),69870 (5%),94780 (4%),70 (1%),131 (1%),2 (~0%),10,1,1,off,off,1,4
03min 53sec,1942575 (7.77ms),9650 (~0%),6560 (~0%),94 (2%),11 (~0%),0 (~0%),1,4,1,off,off,1,4
04min 24sec,1676849 (6.707ms),11145 (~0%),8534 (~0%),142 (3%),11 (~0%),0 (~0%),1,8,1,off,off,1,4
03min 50sec,1852455 (7.41ms),6690 (~0%),4713 (~0%),40 (~0%),11 (~0%),2 (~0%),1,10,1,off,off,1,4
29min 11sec,7580355 (30.321ms),350590 (29%),227512 (9%),46 (1%),761 (11%),0 (~0%),1,1,1,off,flatten,1,4
03min 47sec,1950089 (7.8ms),10777 (~0%),8292 (~0%),92 (2%),11 (~0%),1 (~0%),5,4,1,off,off,1,4
04min 11sec,1687137 (6.749ms),12458 (1%),11460 (~0%),124 (2%),11 (~0%),2 (~0%),5,8,1,off,off,1,4
04min 05sec,1019937 (4.08ms),13491 (1%),12490 (~0%),124 (2%),11 (~0%),4 (~0%),5,8,2,off,off,1,4
03min 25sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
03min 31sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
03min 42sec,1548749 (6.195ms),13524 (1%),7559 (~0%),94 (2%),11 (~0%),0 (~0%),2,4,1,off,off,1,1
03min 15sec,1564953 (6.26ms),8728 (~0%),7129 (~0%),94 (2%),11 (~0%),0 (~0%),2,5,1,off,off,1,1
03min 42sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
03min 42sec,553647 (2.215ms),11724 (~0%),8230 (~0%),110 (2%),14 (~0%),0 (~0%),12,1,4,off,off,1,1
03min 42sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
03min 18sec,554548 (2.218ms),10323 (~0%),7189 (~0%),96 (2%),14 (~0%),0 (~0%),1,20,4,off,off,1,1
07min 09sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
03min 54sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 14sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
04min 08sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
04min 14sec,553647 (2.215ms),11724 (~0%),8230 (~0%),110 (2%),14 (~0%),0 (~0%),12,1,4,off,off,1,1
04min 12sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
04min 16sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 12sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
04min 15sec,553719 (2.215ms),13396 (1%),8349 (~0%),142 (3%),14 (~0%),0 (~0%),4,2,4,off,off,1,1
04min 10sec,553719 (2.215ms),13462 (1%),8349 (~0%),142 (3%),14 (~0%),0 (~0%),4,4,4,off,off,1,1
05min 14sec,557923 (2.384ms),22702 (1%),12164 (~0%),230 (5%),14 (~0%),0 (~0%),4,1,4,off,off,2,1
04min 42sec,7694175 (30.777ms),81417 (6%),101217 (4%),142 (3%),142 (2%),0 (~0%),4,1,4,off,off,1,4
04min 27sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
04min 27sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
04min 27sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
07min 41sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
04min 33sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 26sec,880947 (3.524ms),8338 (~0%),6358 (~0%),86 (1%),11 (~0%),0 (~0%),6,1,2,off,off,1,1
04min 27sec,890547 (3.562ms),8379 (~0%),6391 (~0%),86 (1%),11 (~0%),0 (~0%),10,1,2,off,off,1,1
04min 27sec,883348 (3.533ms),7582 (~0%),5228 (~0%),40 (~0%),11 (~0%),2 (~0%),1,10,2,off,off,1,1
04min 32sec,883349 (3.533ms),22365 (1%),10130 (~0%),94 (2%),11 (~0%),0 (~0%),1,2,2,off,off,1,1
04min 30sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
04min 29sec,897617 (3.59ms),10928 (~0%),7907 (~0%),108 (2%),11 (~0%),0 (~0%),1,1,2,off,off,2,1
04min 26sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
04min 17sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
04min 25sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
60min 00sec,,,,,,,1,1,4,flatten,off,1,1
07min 32sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
04min 31sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 41sec,15315375 (61.261ms),76769 (6%),102192 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,2
04min 27sec,428847 (1.715ms),15821 (1%),9984 (~0%),158 (3%),25 (~0%),0 (~0%),1,1,6,off,off,1,1
04min 23sec,890547 (3.562ms),8379 (~0%),6391 (~0%),86 (1%),11 (~0%),0 (~0%),10,1,2,off,off,1,1
04min 23sec,883348 (3.533ms),7582 (~0%),5228 (~0%),40 (~0%),11 (~0%),2 (~0%),1,10,2,off,off,1,1
04min 28sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
04min 16sec,891196 (3.565ms),8356 (~0%),6730 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,2,off,off,4,1
04min 32sec,8008575 (32.034ms),70598 (5%),95575 (4%),94 (2%),131 (1%),0 (~0%),1,1,2,off,off,1,4
04min 28sec,880047 (3.52ms),8661 (~0%),6754 (~0%),94 (2%),11 (~0%),0 (~0%),12,1,2,off,off,1,1
04min 50sec,16311375 (65.246ms),70445 (5%),100040 (4%),94 (2%),131 (1%),0 (~0%),4,1,1,off,off,1,2
04min 34sec,1764675 (7.059ms),6760 (~0%),6382 (~0%),94 (2%),11 (~0%),0 (~0%),4,8,1,off,off,1,2
04min 37sec,1097475 (4.39ms),7570 (~0%),6902 (~0%),94 (2%),11 (~0%),0 (~0%),4,8,2,off,off,1,2
04min 18sec,1547247 (6.189ms),7531 (~0%),6156 (~0%),94 (2%),11 (~0%),0 (~0%),4,1,1,off,off,1,1
04min 13sec,1555362 (6.221ms),13373 (1%),9045 (~0%),92 (2%),11 (~0%),1 (~0%),5,4,1,off,off,1,1
03min 50sec,1564953 (6.26ms),8595 (~0%),8624 (~0%),92 (2%),11 (~0%),1 (~0%),5,5,1,off,off,1,1
04min 13sec,1554761 (6.219ms),8472 (~0%),7867 (~0%),92 (2%),11 (~0%),1 (~0%),5,8,1,off,off,1,1
04min 15sec,493961 (2.111ms),15349 (1%),10666 (~0%),160 (3%),14 (~0%),0 (~0%),5,1,5,off,off,1,1
03min 45sec,1548749 (6.195ms),13524 (1%),7559 (~0%),94 (2%),11 (~0%),0 (~0%),2,4,1,off,off,1,1
60min 00sec,,,,,,,2,1,1,flatten,off,1,1
08min 02sec,7718 (0.031ms),236980 (20%),164297 (6%),46 (1%),657 (9%),0 (~0%),2,1,1,off,flatten,1,1
04min 18sec,1553443 (6.214ms),12277 (1%),8888 (~0%),142 (3%),11 (~0%),0 (~0%),2,1,1,off,off,4,1
03min 40sec,1989676 (7.959ms),8062 (~0%),6550 (~0%),94 (2%),11 (~0%),0 (~0%),2,1,1,off,off,1,8
03min 36sec,1548148 (6.193ms),8623 (~0%),6381 (~0%),94 (2%),11 (~0%),0 (~0%),2,8,1,off,off,1,1
03min 45sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
03min 41sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
03min 45sec,553647 (2.215ms),11724 (~0%),8230 (~0%),110 (2%),14 (~0%),0 (~0%),12,1,4,off,off,1,1
03min 41sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
03min 31sec,554548 (2.218ms),10323 (~0%),7189 (~0%),96 (2%),14 (~0%),0 (~0%),1,20,4,off,off,1,1
07min 22sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
03min 48sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 11sec,7680975 (30.724ms),76190 (6%),97122 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,4
03min 39sec,1561362 (6.245ms),7838 (~0%),6431 (~0%),38 (~0%),11 (~0%),3 (~0%),5,10,1,off,off,1,1
03min 43sec,652361 (2.609ms),11965 (1%),9698 (~0%),92 (2%),14 (~0%),3 (~0%),5,1,3,off,off,1,1
03min 45sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
03min 51sec,1550549 (6.202ms),21541 (1%),9561 (~0%),94 (2%),11 (~0%),0 (~0%),4,2,1,off,off,1,1
03min 39sec,1564953 (6.26ms),7591 (~0%),6859 (~0%),94 (2%),11 (~0%),0 (~0%),4,5,1,off,off,1,1
03min 51sec,428847 (1.715ms),15823 (1%),9945 (~0%),158 (3%),25 (~0%),0 (~0%),4,1,6,off,off,1,1
04min 15sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
08min 23sec,7718 (0.031ms),236980 (20%),164297 (6%),46 (1%),657 (9%),0 (~0%),2,1,1,off,flatten,1,1
04min 47sec,1553443 (6.214ms),12277 (1%),8888 (~0%),142 (3%),11 (~0%),0 (~0%),2,1,1,off,off,4,1
04min 15sec,1989676 (7.959ms),8062 (~0%),6550 (~0%),94 (2%),11 (~0%),0 (~0%),2,1,1,off,off,1,8
04min 22sec,337648 (1.351ms),25680 (2%),15567 (~0%),284 (6%),39 (~0%),0 (~0%),2,1,12,off,off,1,1
04min 13sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
04min 19sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
04min 15sec,1570517 (6.282ms),8654 (~0%),6483 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,1,off,off,2,1
03min 32sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
03min 26sec,1564953 (6.26ms),7591 (~0%),6859 (~0%),94 (2%),11 (~0%),0 (~0%),4,5,1,off,off,1,1
03min 48sec,1547247 (6.189ms),7486 (~0%),6107 (~0%),94 (2%),11 (~0%),0 (~0%),4,8,1,off,off,1,1
03min 57sec,486447 (2.079ms),15140 (1%),8673 (~0%),150 (3%),14 (~0%),0 (~0%),4,1,5,off,off,1,1
04min 28sec,1553443 (6.214ms),11954 (1%),8834 (~0%),142 (3%),11 (~0%),0 (~0%),4,1,1,off,off,2,1
03min 48sec,564147 (2.257ms),11294 (~0%),7870 (~0%),86 (1%),14 (~0%),0 (~0%),10,1,4,off,off,1,1
03min 47sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
07min 24sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
03min 48sec,576017 (2.304ms),12890 (1%),9251 (~0%),124 (2%),14 (~0%),0 (~0%),1,1,4,off,off,2,1
03min 47sec,995175 (3.981ms),11019 (~0%),8238 (~0%),110 (2%),14 (~0%),0 (~0%),1,1,4,off,off,1,8
04min 13sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
04min 19sec,1548148 (6.193ms),8623 (~0%),6381 (~0%),94 (2%),11 (~0%),0 (~0%),2,8,1,off,off,1,1
04min 24sec,1548749 (6.195ms),13524 (1%),7559 (~0%),94 (2%),11 (~0%),0 (~0%),2,4,1,off,off,1,1
04min 29sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
04min 24sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
07min 34sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
04min 30sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 34sec,7680975 (30.724ms),76190 (6%),97122 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,4
04min 37sec,15315375 (61.261ms),76769 (6%),102192 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,2
03min 44sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
07min 05sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
04min 23sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 09sec,995175 (3.981ms),11019 (~0%),8238 (~0%),110 (2%),14 (~0%),0 (~0%),1,1,4,off,off,1,8
03min 47sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
03min 27sec,1564953 (6.26ms),7591 (~0%),6859 (~0%),94 (2%),11 (~0%),0 (~0%),4,5,1,off,off,1,1
03min 46sec,1547247 (6.189ms),7486 (~0%),6107 (~0%),94 (2%),11 (~0%),0 (~0%),4,8,1,off,off,1,1
03min 48sec,1560148 (6.241ms),7971 (~0%),4944 (~0%),40 (~0%),11 (~0%),2 (~0%),2,10,1,off,off,1,1
03min 48sec,1548148 (6.193ms),8623 (~0%),6381 (~0%),94 (2%),11 (~0%),0 (~0%),2,8,1,off,off,1,1
